ID;Nome;Data_Entrada;Status;Promovido;Setor
6251;Colaborador_6251;2026-02-02;Ativo;Não;Triagem
6252;Colaborador_6252;2025-06-18;Desligado;Não;Triagem
6253;Colaborador_6253;2025-05-23;Ativo;Não;Reverso (DV)
6254;Colaborador_6254;2025-12-31;Ativo;Não;Reverso (DV)
6255;Colaborador_6255;2025-11-22;Ativo;Não;Triagem
6256;Colaborador_6256;2026-03-15;Ativo;Não;Expedição
6257;Colaborador_6257;2025-12-30;Ativo;Sim;Expedição
6258;Colaborador_6258;2025-05-11;Desligado;Não;Expedição
6259;Colaborador_6259;2025-10-05;Ativo;Não;Triagem
6260;Colaborador_6260;2025-06-21;Ativo;Sim;Triagem
6261;Colaborador_6261;2026-02-21;Ativo;Não;Expedição
6262;Colaborador_6262;2025-03-21;Ativo;Não;Triagem
6263;Colaborador_6263;2025-03-17;Desligado;Sim;Reverso (DV)
6264;Colaborador_6264;2025-06-08;Ativo;Não;Recebimento
6265;Colaborador_6265;2025-11-27;Desligado;Não;Recebimento
6266;Colaborador_6266;2025-10-24;Ativo;Não;Recebimento
6267;Colaborador_6267;2025-02-22;Ativo;Sim;Recebimento
6268;Colaborador_6268;2025-02-21;Ativo;Não;Reverso (DV)
6269;Colaborador_6269;2025-11-09;Ativo;Não;Expedição
6270;Colaborador_6270;2025-08-26;Ativo;Não;Reverso (DV)
6271;Colaborador_6271;2026-01-24;Ativo;Não;Triagem
6272;Colaborador_6272;2025-02-13;Ativo;Sim;Expedição
6273;Colaborador_6273;2025-07-16;Ativo;Não;Triagem
6274;Colaborador_6274;2025-07-24;Ativo;Não;Expedição
6275;Colaborador_6275;2025-09-04;Ativo;Sim;Reverso (DV)
6276;Colaborador_6276;2025-01-02;Ativo;Não;Reverso (DV)
6277;Colaborador_6277;2025-08-18;Ativo;Não;Expedição
6278;Colaborador_6278;2025-01-29;Ativo;Não;Expedição
6279;Colaborador_6279;2025-07-07;Desligado;Não;Triagem
6280;Colaborador_6280;2026-03-23;Ativo;Não;Expedição
6281;Colaborador_6281;2025-06-02;Ativo;Não;Expedição
6282;Colaborador_6282;2025-08-08;Ativo;Não;Reverso (DV)
6283;Colaborador_6283;2026-01-22;Desligado;Não;Expedição
6284;Colaborador_6284;2025-11-12;Ativo;Não;Expedição
6285;Colaborador_6285;2025-05-20;Desligado;Não;Reverso (DV)
6286;Colaborador_6286;2025-02-10;Desligado;Não;Reverso (DV)
6287;Colaborador_6287;2025-05-08;Desligado;Não;Triagem
6288;Colaborador_6288;2025-08-04;Ativo;Não;Triagem
6289;Colaborador_6289;2025-02-16;Ativo;Não;Reverso (DV)
6290;Colaborador_6290;2025-12-25;Ativo;Não;Recebimento
6291;Colaborador_6291;2026-02-27;Ativo;Não;Recebimento
6292;Colaborador_6292;2025-03-30;Ativo;Não;Reverso (DV)
6293;Colaborador_6293;2025-06-16;Desligado;Não;Reverso (DV)
6294;Colaborador_6294;2025-04-30;Ativo;Não;Reverso (DV)
6295;Colaborador_6295;2025-12-06;Ativo;Não;Triagem
6296;Colaborador_6296;2025-02-22;Desligado;Sim;Triagem
6297;Colaborador_6297;2025-06-30;Ativo;Não;Expedição
6298;Colaborador_6298;2025-09-19;Ativo;Não;Expedição
6299;Colaborador_6299;2025-09-15;Desligado;Não;Expedição
6300;Colaborador_6300;2025-08-18;Desligado;Não;Reverso (DV)
6301;Colaborador_6301;2025-02-28;Desligado;Sim;Recebimento
6302;Colaborador_6302;2025-07-15;Ativo;Não;Expedição
6303;Colaborador_6303;2025-07-31;Desligado;Não;Reverso (DV)
6304;Colaborador_6304;2025-05-23;Desligado;Não;Triagem
6305;Colaborador_6305;2025-12-18;Desligado;Não;Recebimento
6306;Colaborador_6306;2025-04-17;Ativo;Não;Triagem
6307;Colaborador_6307;2025-07-07;Ativo;Não;Expedição
6308;Colaborador_6308;2025-10-11;Ativo;Não;Triagem
6309;Colaborador_6309;2025-05-20;Ativo;Não;Triagem
6310;Colaborador_6310;2026-03-24;Ativo;Não;Reverso (DV)
6311;Colaborador_6311;2025-06-11;Ativo;Não;Triagem
6312;Colaborador_6312;2025-11-03;Ativo;Sim;Expedição
6313;Colaborador_6313;2025-05-30;Desligado;Sim;Reverso (DV)
6314;Colaborador_6314;2026-01-30;Desligado;Não;Reverso (DV)
6315;Colaborador_6315;2025-12-21;Desligado;Não;Triagem
6316;Colaborador_6316;2026-01-22;Ativo;Não;Recebimento
6317;Colaborador_6317;2026-01-08;Ativo;Não;Triagem
6318;Colaborador_6318;2025-11-20;Ativo;Não;Recebimento
6319;Colaborador_6319;2025-07-29;Ativo;Não;Expedição
6320;Colaborador_6320;2025-07-28;Ativo;Sim;Expedição
6321;Colaborador_6321;2026-03-04;Ativo;Sim;Reverso (DV)
6322;Colaborador_6322;2025-08-13;Ativo;Não;Triagem
6323;Colaborador_6323;2025-08-11;Ativo;Não;Triagem
6324;Colaborador_6324;2025-01-21;Ativo;Sim;Triagem
6325;Colaborador_6325;2026-03-21;Ativo;Não;Triagem
6326;Colaborador_6326;2025-12-14;Ativo;Não;Recebimento
6327;Colaborador_6327;2025-07-01;Ativo;Não;Triagem
6328;Colaborador_6328;2025-11-01;Ativo;Não;Expedição
6329;Colaborador_6329;2025-01-28;Ativo;Sim;Triagem
6330;Colaborador_6330;2025-04-07;Desligado;Sim;Reverso (DV)
6331;Colaborador_6331;2025-11-17;Ativo;Não;Reverso (DV)
6332;Colaborador_6332;2025-04-11;Ativo;Sim;Recebimento
6333;Colaborador_6333;2025-01-26;Desligado;Não;Triagem
6334;Colaborador_6334;2025-06-15;Ativo;Não;Recebimento
6335;Colaborador_6335;2025-12-31;Ativo;Não;Triagem
6336;Colaborador_6336;2025-10-24;Ativo;Não;Triagem
6337;Colaborador_6337;2025-12-07;Ativo;Não;Expedição
6338;Colaborador_6338;2025-10-10;Desligado;Não;Reverso (DV)
6339;Colaborador_6339;2025-02-22;Desligado;Não;Recebimento
6340;Colaborador_6340;2025-05-15;Ativo;Não;Reverso (DV)
6341;Colaborador_6341;2026-02-11;Ativo;Não;Triagem
6342;Colaborador_6342;2025-04-25;Ativo;Não;Recebimento
6343;Colaborador_6343;2025-05-17;Ativo;Não;Triagem
6344;Colaborador_6344;2025-07-30;Ativo;Não;Reverso (DV)
6345;Colaborador_6345;2025-12-29;Ativo;Não;Triagem
6346;Colaborador_6346;2026-01-17;Ativo;Não;Reverso (DV)
6347;Colaborador_6347;2025-11-25;Ativo;Sim;Triagem
6348;Colaborador_6348;2026-03-08;Ativo;Não;Triagem
6349;Colaborador_6349;2025-05-15;Desligado;Não;Recebimento
6350;Colaborador_6350;2025-09-18;Ativo;Não;Reverso (DV)
6351;Colaborador_6351;2025-09-20;Ativo;Não;Expedição
6352;Colaborador_6352;2025-06-22;Ativo;Não;Triagem
6353;Colaborador_6353;2025-01-06;Desligado;Não;Reverso (DV)
6354;Colaborador_6354;2025-02-02;Desligado;Não;Reverso (DV)
6355;Colaborador_6355;2026-03-26;Ativo;Não;Reverso (DV)
6356;Colaborador_6356;2025-07-19;Ativo;Não;Triagem
6357;Colaborador_6357;2025-12-25;Ativo;Não;Expedição
6358;Colaborador_6358;2026-01-05;Ativo;Sim;Triagem
6359;Colaborador_6359;2025-06-25;Ativo;Não;Expedição
6360;Colaborador_6360;2025-08-17;Desligado;Não;Reverso (DV)
6361;Colaborador_6361;2025-12-17;Ativo;Não;Triagem
6362;Colaborador_6362;2025-02-15;Ativo;Não;Triagem
6363;Colaborador_6363;2025-09-06;Ativo;Não;Expedição
6364;Colaborador_6364;2025-04-23;Desligado;Não;Reverso (DV)
6365;Colaborador_6365;2026-01-24;Desligado;Sim;Expedição
6366;Colaborador_6366;2025-05-17;Desligado;Não;Expedição
6367;Colaborador_6367;2025-01-24;Ativo;Não;Expedição
6368;Colaborador_6368;2025-03-31;Ativo;Sim;Expedição
6369;Colaborador_6369;2025-11-01;Ativo;Não;Reverso (DV)
6370;Colaborador_6370;2026-03-11;Ativo;Não;Triagem
6371;Colaborador_6371;2025-01-08;Ativo;Não;Triagem
6372;Colaborador_6372;2025-05-22;Desligado;Não;Triagem
6373;Colaborador_6373;2025-02-21;Ativo;Não;Expedição
6374;Colaborador_6374;2025-06-27;Desligado;Não;Triagem
6375;Colaborador_6375;2025-09-16;Ativo;Não;Recebimento
6376;Colaborador_6376;2025-11-06;Ativo;Não;Recebimento
6377;Colaborador_6377;2025-02-12;Ativo;Não;Reverso (DV)
6378;Colaborador_6378;2025-04-12;Desligado;Não;Triagem
6379;Colaborador_6379;2025-08-04;Ativo;Sim;Expedição
6380;Colaborador_6380;2025-04-30;Desligado;Não;Triagem
6381;Colaborador_6381;2025-04-03;Ativo;Não;Triagem
6382;Colaborador_6382;2026-01-01;Ativo;Não;Recebimento
6383;Colaborador_6383;2025-08-16;Ativo;Sim;Expedição
6384;Colaborador_6384;2025-12-13;Ativo;Não;Reverso (DV)
6385;Colaborador_6385;2025-05-12;Ativo;Não;Triagem
6386;Colaborador_6386;2026-03-01;Desligado;Não;Recebimento
6387;Colaborador_6387;2025-01-26;Desligado;Não;Triagem
6388;Colaborador_6388;2025-10-06;Ativo;Não;Reverso (DV)
6389;Colaborador_6389;2025-03-19;Ativo;Não;Recebimento
6390;Colaborador_6390;2025-01-22;Ativo;Sim;Triagem
6391;Colaborador_6391;2025-10-26;Desligado;Não;Recebimento
6392;Colaborador_6392;2025-06-26;Ativo;Sim;Reverso (DV)
6393;Colaborador_6393;2026-02-01;Ativo;Não;Expedição
6394;Colaborador_6394;2025-08-30;Desligado;Não;Expedição
6395;Colaborador_6395;2025-04-16;Ativo;Não;Expedição
6396;Colaborador_6396;2025-11-10;Ativo;Não;Expedição
6397;Colaborador_6397;2025-06-20;Ativo;Sim;Triagem
6398;Colaborador_6398;2026-01-16;Ativo;Não;Recebimento
6399;Colaborador_6399;2025-07-04;Desligado;Não;Recebimento
6400;Colaborador_6400;2025-05-09;Ativo;Não;Recebimento
6401;Colaborador_6401;2025-01-25;Ativo;Não;Recebimento
6402;Colaborador_6402;2025-06-15;Desligado;Não;Expedição
6403;Colaborador_6403;2026-03-18;Ativo;Sim;Expedição
6404;Colaborador_6404;2025-08-08;Ativo;Não;Reverso (DV)
6405;Colaborador_6405;2026-01-14;Ativo;Não;Expedição
6406;Colaborador_6406;2025-03-26;Ativo;Não;Recebimento
6407;Colaborador_6407;2025-04-11;Ativo;Não;Triagem
6408;Colaborador_6408;2025-04-18;Desligado;Não;Recebimento
6409;Colaborador_6409;2025-07-02;Ativo;Sim;Triagem
6410;Colaborador_6410;2025-03-09;Ativo;Não;Reverso (DV)
6411;Colaborador_6411;2025-02-27;Ativo;Não;Recebimento
6412;Colaborador_6412;2026-03-21;Ativo;Não;Triagem
6413;Colaborador_6413;2025-09-07;Ativo;Não;Recebimento
6414;Colaborador_6414;2025-03-05;Ativo;Não;Expedição
6415;Colaborador_6415;2025-12-28;Ativo;Não;Recebimento
6416;Colaborador_6416;2025-02-25;Ativo;Não;Recebimento
6417;Colaborador_6417;2025-04-10;Desligado;Não;Expedição
6418;Colaborador_6418;2025-07-09;Ativo;Não;Reverso (DV)
6419;Colaborador_6419;2026-01-16;Ativo;Não;Reverso (DV)
6420;Colaborador_6420;2025-01-24;Ativo;Não;Triagem
6421;Colaborador_6421;2025-04-28;Ativo;Não;Recebimento
6422;Colaborador_6422;2025-08-29;Ativo;Sim;Triagem
6423;Colaborador_6423;2025-05-28;Ativo;Não;Recebimento
6424;Colaborador_6424;2025-10-08;Ativo;Não;Reverso (DV)
6425;Colaborador_6425;2025-01-15;Desligado;Não;Reverso (DV)
6426;Colaborador_6426;2025-09-11;Ativo;Não;Triagem
6427;Colaborador_6427;2025-02-01;Desligado;Não;Reverso (DV)
6428;Colaborador_6428;2026-03-09;Ativo;Não;Recebimento
6429;Colaborador_6429;2025-12-23;Ativo;Não;Expedição
6430;Colaborador_6430;2025-01-22;Desligado;Não;Reverso (DV)
6431;Colaborador_6431;2025-08-10;Ativo;Sim;Recebimento
6432;Colaborador_6432;2025-01-09;Desligado;Não;Triagem
6433;Colaborador_6433;2025-12-19;Ativo;Não;Triagem
6434;Colaborador_6434;2025-02-18;Ativo;Não;Triagem
6435;Colaborador_6435;2025-02-27;Ativo;Não;Recebimento
6436;Colaborador_6436;2025-10-11;Ativo;Não;Expedição
6437;Colaborador_6437;2025-01-27;Ativo;Não;Triagem
6438;Colaborador_6438;2025-12-27;Desligado;Não;Expedição
6439;Colaborador_6439;2025-04-25;Ativo;Não;Triagem
6440;Colaborador_6440;2025-01-04;Desligado;Sim;Recebimento
6441;Colaborador_6441;2025-11-03;Ativo;Sim;Recebimento
6442;Colaborador_6442;2025-04-20;Ativo;Não;Expedição
6443;Colaborador_6443;2025-09-17;Ativo;Não;Expedição
6444;Colaborador_6444;2025-12-12;Ativo;Não;Triagem
6445;Colaborador_6445;2026-02-09;Ativo;Não;Recebimento
6446;Colaborador_6446;2025-07-27;Ativo;Não;Expedição
6447;Colaborador_6447;2025-09-16;Ativo;Sim;Triagem
6448;Colaborador_6448;2025-02-05;Ativo;Não;Recebimento
6449;Colaborador_6449;2025-08-21;Ativo;Não;Recebimento
6450;Colaborador_6450;2025-12-23;Ativo;Não;Reverso (DV)
6451;Colaborador_6451;2025-11-22;Ativo;Sim;Recebimento
6452;Colaborador_6452;2025-03-30;Desligado;Não;Recebimento
6453;Colaborador_6453;2025-03-16;Desligado;Não;Expedição
6454;Colaborador_6454;2025-06-03;Ativo;Não;Recebimento
6455;Colaborador_6455;2025-10-12;Ativo;Não;Recebimento
6456;Colaborador_6456;2025-01-25;Ativo;Não;Triagem
6457;Colaborador_6457;2025-08-29;Ativo;Não;Recebimento
6458;Colaborador_6458;2025-06-03;Desligado;Não;Recebimento
6459;Colaborador_6459;2026-01-20;Ativo;Não;Recebimento
6460;Colaborador_6460;2025-08-24;Ativo;Não;Recebimento
6461;Colaborador_6461;2025-03-15;Ativo;Não;Reverso (DV)
6462;Colaborador_6462;2025-04-11;Ativo;Não;Recebimento
6463;Colaborador_6463;2025-09-23;Desligado;Não;Expedição
6464;Colaborador_6464;2025-02-28;Ativo;Não;Recebimento
6465;Colaborador_6465;2026-02-20;Ativo;Não;Reverso (DV)
6466;Colaborador_6466;2026-01-05;Ativo;Sim;Recebimento
6467;Colaborador_6467;2025-03-28;Ativo;Não;Expedição
6468;Colaborador_6468;2025-06-30;Ativo;Sim;Reverso (DV)
6469;Colaborador_6469;2025-05-23;Ativo;Não;Expedição
6470;Colaborador_6470;2025-05-27;Ativo;Não;Expedição
6471;Colaborador_6471;2025-09-24;Desligado;Não;Recebimento
6472;Colaborador_6472;2025-08-17;Ativo;Não;Expedição
6473;Colaborador_6473;2025-07-21;Ativo;Não;Reverso (DV)
6474;Colaborador_6474;2025-04-28;Ativo;Não;Reverso (DV)
6475;Colaborador_6475;2025-02-15;Ativo;Não;Expedição
6476;Colaborador_6476;2025-07-21;Ativo;Sim;Recebimento
6477;Colaborador_6477;2025-09-14;Ativo;Não;Reverso (DV)
6478;Colaborador_6478;2025-12-21;Desligado;Não;Triagem
6479;Colaborador_6479;2025-03-03;Ativo;Não;Recebimento
6480;Colaborador_6480;2025-06-07;Ativo;Não;Expedição
6481;Colaborador_6481;2025-05-17;Ativo;Não;Recebimento
6482;Colaborador_6482;2025-09-25;Ativo;Não;Expedição
6483;Colaborador_6483;2025-01-10;Ativo;Não;Triagem
6484;Colaborador_6484;2025-01-26;Ativo;Não;Triagem
6485;Colaborador_6485;2025-04-19;Ativo;Não;Reverso (DV)
6486;Colaborador_6486;2025-07-12;Ativo;Não;Triagem
6487;Colaborador_6487;2025-10-27;Ativo;Não;Triagem
6488;Colaborador_6488;2025-09-02;Ativo;Não;Reverso (DV)
6489;Colaborador_6489;2025-03-21;Desligado;Não;Expedição
6490;Colaborador_6490;2026-02-09;Desligado;Não;Triagem
6491;Colaborador_6491;2025-09-09;Ativo;Não;Reverso (DV)
6492;Colaborador_6492;2025-11-17;Ativo;Não;Reverso (DV)
6493;Colaborador_6493;2025-02-20;Ativo;Não;Triagem
6494;Colaborador_6494;2025-09-20;Ativo;Não;Triagem
6495;Colaborador_6495;2025-04-21;Ativo;Não;Triagem
6496;Colaborador_6496;2025-09-01;Ativo;Sim;Triagem
6497;Colaborador_6497;2025-05-01;Ativo;Não;Triagem
6498;Colaborador_6498;2025-05-25;Ativo;Sim;Expedição
6499;Colaborador_6499;2025-05-23;Ativo;Não;Triagem
